No,Nama Prodi,Nama PT,Jenjang
18596,Pendidikan Sosiologi,Universitas Muhammadiyah Makassar,S1
18597,Teknologi Pendidikan,Universitas Muhammadiyah Makassar,S1
18599,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Makassar,S1
18600,Ilmu Komunikasi,Universitas Muhammadiyah Makassar,S1
18601,Ilmu Administrasi Negara,Universitas Muhammadiyah Makassar,S1
18602,Pendidikan Bahasa Arab,Universitas Muhammadiyah Makassar,S1
18605,Budidaya Perairan,Universitas Muhammadiyah Makassar,S1
18606,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Muhammadiyah Makassar,S1
18610,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Makassar,S1
18611,Profesi Guru,Universitas Muhammadiyah Makassar,Profesi
18612,Agroteknologi,Universitas Muhammadiyah Makassar,S1
18615,Ekonomi Syariah,Universitas Muhammadiyah Malang,S1
18616,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Malang,S1
18619,Pendidikan Matematika,Universitas Muhammadiyah Malang,S1
18620,Ilmu Komunikasi,Universitas Muhammadiyah Malang,S1
18621,Teknik Mesin,Universitas Muhammadiyah Malang,S1
18623,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Malang,S1
18624,Akuntansi,Universitas Muhammadiyah Malang,S1
18625,Pendidikan Agama Islam,Universitas Muhammadiyah Malang,S1
18626,Manajemen,Universitas Muhammadiyah Malang,S1
18627,Ekonomi Pembangunan,Universitas Muhammadiyah Malang,S1
18629,Pendidikan Bahasa Arab,Universitas Muhammadiyah Malang,S1
18631,Kesejahteraan Sosial,Universitas Muhammadiyah Malang,S1
18632,Hubungan Internasional,Universitas Muhammadiyah Malang,S1
18633,Teknologi Elektronika,Universitas Muhammadiyah Malang,D-III
18634,Informatika,Universitas Muhammadiyah Malang,S1
18640,Hukum,Universitas Muhammadiyah Malang,S1
18643,Perbankan Dan Keuangan,Universitas Muhammadiyah Malang,D-III
18645,Akuakultur,Universitas Muhammadiyah Malang,S1
18646,Hukum Keluarga Islam (Ahwal Syakhshiyyah),Universitas Muhammadiyah Malang,S1
18647,Teknik Industri,Universitas Muhammadiyah Malang,S1
18648,Teknik Elektro,Universitas Muhammadiyah Malang,S1
18650,Teknologi Pangan,Universitas Muhammadiyah Malang,S1
18651,Profesi Insinyur,Universitas Muhammadiyah Malang,Profesi
18654,Pendidikan Profesi Guru,Universitas Muhammadiyah Malang,Profesi
18656,Psikologi,Universitas Muhammadiyah Malang,S1
18659,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Malang,S1
18660,Kehutanan,Universitas Muhammadiyah Malang,S1
18661,Ilmu Pemerintahan,Universitas Muhammadiyah Malang,S1
18662,Sosiologi,Universitas Muhammadiyah Malang,S1
18663,Pendidikan Biologi,Universitas Muhammadiyah Malang,S1
18664,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Malang,S1
18667,Agribisnis,Universitas Muhammadiyah Malang,S1
18668,Agroteknologi,Universitas Muhammadiyah Malang,S1
18669,Peternakan,Universitas Muhammadiyah Malang,S1
18670,Teknik Sipil,Universitas Muhammadiyah Malang,S1
18671,Akuntansi,Universitas Muhammadiyah Maluku Utara,S1
18672,Sosiologi,Universitas Muhammadiyah Maluku Utara,S1
18673,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Maluku Utara,S1
18674,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH MALUKU UTARA,S1
18675,Ilmu Administrasi Negara,Universitas Muhammadiyah Maluku Utara,S1
18676,Ilmu Politik,Universitas Muhammadiyah Maluku Utara,S1
18678,Teknik Informatika,Universitas Muhammadiyah Maluku Utara,S1
18679,Ilmu Pemerintahan,Universitas Muhammadiyah Maluku Utara,S1
18680,Ilmu Hukum,Universitas Muhammadiyah Maluku Utara,S1
18681,Teknik Pertambangan,Universitas Muhammadiyah Maluku Utara,S1
18682,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Maluku Utara,S1
18683,Matematika,Universitas Muhammadiyah Maluku Utara,S1
18684,Teknik Sipil,Universitas Muhammadiyah Maluku Utara,S1
18685,Ilmu Komunikasi,Universitas Muhammadiyah Maluku Utara,S1
18686,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Maluku Utara,S1
18687,Pendidikan Guru Madrasah Ibtidaiyah,Universitas Muhammadiyah Mataram,S1
18688,Pendidikan Sejarah,Universitas Muhammadiyah Mataram,S1
18689,Pendidikan Matematika,Universitas Muhammadiyah Mataram,S1
18691,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Mataram,S1
18692,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Mataram,S1
18693,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Mataram,S1
18694,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Mataram,S1
18695,Pendidikan Geografi,Universitas Muhammadiyah Mataram,S1
18696,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Mataram,S1
18697,Ilmu Pemerintahan,Universitas Muhammadiyah Mataram,S1
18698,Ilmu Administrasi Negara,Universitas Muhammadiyah Mataram,S1
18699,Ilmu Hukum,Universitas Muhammadiyah Mataram,S1
18700,Perencanaan Wilayah Dan Kota,Universitas Muhammadiyah Mataram,S1
18701,Teknik Sipil,Universitas Muhammadiyah Mataram,S1
18702,Pendidikan Fisika,Universitas Muhammadiyah Mataram,S1
18703,Perpustakaan,Universitas Muhammadiyah Mataram,D-III
18704,Pendidikan Bahasa Arab,Universitas Muhammadiyah Mataram,S1
18705,Teknik Pertanian,Universitas Muhammadiyah Mataram,S1
18706,Ilmu Administrasi Niaga,Universitas Muhammadiyah Mataram,S1
18707,Teknologi Hasil Pertanian,Universitas Muhammadiyah Mataram,S1
18708,Teknik Pertambangan,Universitas Muhammadiyah Mataram,S1
18710,Teknik Sipil,Universitas Muhammadiyah Metro,S1
18711,Akuntansi,Universitas Muhammadiyah Metro,S1
18712,Pendidikan Matematika,Universitas Muhammadiyah Metro,S1
18714,Manajemen Informatika,Universitas Muhammadiyah Metro,D-III
18715,Pendidikan Fisika,Universitas Muhammadiyah Metro,S1
18716,Akuntansi,Universitas Muhammadiyah Metro,D-III
18717,Teknik Mesin,Universitas Muhammadiyah Metro,S1
18718,Pendidikan Sejarah,Universitas Muhammadiyah Metro,S1
18719,Pendidikan Ekonomi,Universitas Muhammadiyah Metro,S1
18720,Bimbingan Dan Konseling,Universitas Muhammadiyah Metro,S1
18721,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Metro,S1
18722,Pendidikan Islam Anak Usia Dini,Universitas Muhammadiyah Metro,S1
18723,Hukum,Universitas Muhammadiyah Metro,S1
18724,Perbankan Dan Keuangan,Universitas Muhammadiyah Metro,D-III
18725,Sistem Informasi,Universitas Muhammadiyah Metro,D-III
18726,Pendidikan Agama Islam,Universitas Muhammadiyah Metro,S1
18727,Pendidikan Biologi,Universitas Muhammadiyah Metro,S1
18728,Ilmu Komputer,Universitas Muhammadiyah Metro,S1
18729,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Metro,S1
18730,Pendidikan Profesi Guru,Universitas Muhammadiyah Metro,salah jenjang
18731,Manajemen,Universitas Muhammadiyah Metro,S1
18732,Teknik Sipil,Universitas Muhammadiyah Palangka Raya,S1
18733,Kehutanan,Universitas Muhammadiyah Palangka Raya,S1
18734,Pendidikan Ekonomi,Universitas Muhammadiyah Palangka Raya,S1
18735,FARMASI,UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,D-III
18736,Teknik Lingkungan,Universitas Muhammadiyah Palangka Raya,S1
18737,Agroteknologi,Universitas Muhammadiyah Palangka Raya,S1
18738,Ilmu Administrasi Negara,Universitas Muhammadiyah Palangka Raya,S1
18739,Ahwal Al-Syakhshiyah,Universitas Muhammadiyah Palangka Raya,S1
18740,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Palangka Raya,S1
18742,Pendidikan Teknologi Informasi,Universitas Muhammadiyah Palangka Raya,S1
18743,Ilmu Komunikasi,Universitas Muhammadiyah Palangka Raya,S1
18744,Pendidikan Guru Madrasah Ibtidaiyah,Universitas Muhammadiyah Palangka Raya,S1
18745,Pendidikan Agama Islam,Universitas Muhammadiyah Palangka Raya,S1
18746,Bimbingan Dan Konseling,Universitas Muhammadiyah Palangka Raya,S1
18747,Ilmu Komputer,Universitas Muhammadiyah Palangka Raya,S1
18749,KEDOKTERAN,UNIVERSITAS MUHAMMADIYAH PALEMBANG,S1
18750,DOKTER,UNIVERSITAS MUHAMMADIYAH PALEMBANG,Profesi
18751,Ilmu Dan Teknologi Pangan,Universitas Muhammadiyah Palembang,S1
18753,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Palembang,S1
18754,Agroteknologi,Universitas Muhammadiyah Palembang,S1
18755,Pendidikan Sejarah,Universitas Muhammadiyah Palembang,S1
18756,Teknik Sipil,Universitas Muhammadiyah Palembang,S1
18757,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Palembang,S1
18758,Manajemen,Universitas Muhammadiyah Palembang,S1
18759,Arsitektur,Universitas Muhammadiyah Palembang,S1
18760,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Muhammadiyah Palembang,S1
18761,Teknik Kimia,Universitas Muhammadiyah Palembang,S1
18762,Budidaya Perairan,Universitas Muhammadiyah Palembang,S1
18763,Pendidikan Matematika,Universitas Muhammadiyah Palembang,S1
18764,Teknik Elektro,Universitas Muhammadiyah Palembang,S1
18765,Administrasi Pendidikan,Universitas Muhammadiyah Palembang,S1
18767,Agribisnis,Universitas Muhammadiyah Palembang,S1
18768,Kehutanan,Universitas Muhammadiyah Palembang,S1
18770,Pendidikan Biologi,Universitas Muhammadiyah Palembang,S1
18771,Pendidikan Agama Islam,Universitas Muhammadiyah Palembang,S1
18772,Pendidikan Bahasa,Universitas Muhammadiyah Palembang,S1
18774,Teknologi Pangan,Universitas Muhammadiyah Palembang,S1
18775,Hukum,Universitas Muhammadiyah Palembang,S1
18776,Akuntansi,Universitas Muhammadiyah Palembang,S1
18777,Teknik Industri,Universitas Muhammadiyah Palembang,S1
18778,Teknologi Informasi,Universitas Muhammadiyah Palembang,S1
18779,Manajemen,Universitas Muhammadiyah Palopo,S1
18780,Bimbingan Dan Konseling,Universitas Muhammadiyah Palopo,S1
18781,Pendidikan Jasmani,Universitas Muhammadiyah Palopo,S1
18782,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Palopo,S1
18784,Ekonomi Pembangunan,Universitas Muhammadiyah Palopo,S1
18785,Akuntansi,Universitas Muhammadiyah Palopo,S1
18786,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Palopo,S1
18788,Penyuluh Pertanian,Universitas Muhammadiyah Palopo,S1
18789,Ilmu Kelautan,Universitas Muhammadiyah Palopo,S1
18790,Pendidikan Islam Anak Usia Dini,Universitas Muhammadiyah Palu,S1
18791,Ilmu Hukum,Universitas Muhammadiyah Palu,S1
18793,Teknik Sipil,Universitas Muhammadiyah Palu,S1
18794,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Palu,S1
18795,Agribisnis,Universitas Muhammadiyah Palu,S1
18796,Pendidikan Luar Sekolah,Universitas Muhammadiyah Palu,S1
18797,Kehutanan,Universitas Muhammadiyah Palu,S1
18798,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Palu,S1
18799,Hukum Ekonomi Syari'ah,Universitas Muhammadiyah Palu,S1
18800,Ilmu Administrasi Negara,Universitas Muhammadiyah Palu,S1
18802,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Muhammadiyah Palu,S1
18803,Kehutanan,Universitas Muhammadiyah Palu,S1
18804,Pendidikan Agama Islam,Universitas Muhammadiyah Palu,S1
18805,Sosiologi,Universitas Muhammadiyah Palu,S1
18806,Informatika,Universitas Muhammadiyah Palu,S1
18807,Ilmu Keolahragaan,Universitas Muhammadiyah Palu,S1
18808,Ilmu Komunikasi,Universitas Muhammadiyah Papua,S1
18809,Hubungan Masyarakat,Universitas Muhammadiyah Papua,D-III
18811,Agribisnis,Universitas Muhammadiyah Pare-Pare,S1
18812,Ilmu Hukum,Universitas Muhammadiyah Pare-pare,S1
18813,Bimbingan Dan Penyuluhan Islam,Universitas Muhammadiyah Pare-pare,S1
18814,Budidaya Perairan,Universitas Muhammadiyah Pare-Pare,S1
18816,Pendidikan Luar Sekolah,Universitas Muhammadiyah Pare-pare,S1
18817,Agroteknologi,Universitas Muhammadiyah Pare-pare,S1
18818,Akuntansi,Universitas Muhammadiyah Pare-pare,S1
18820,Perbankan Syariah,Universitas Muhammadiyah Pare-Pare,S1
18821,Pendidikan Biologi,Universitas Muhammadiyah Pare-pare,S1
18822,Ekonomi Pembangunan,Universitas Muhammadiyah Pare-Pare,S1
18823,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Pare-Pare,S1
18824,Peternakan,Universitas Muhammadiyah Pare-pare,S1
18826,Pendidikan Agama Islam,Universitas Muhammadiyah Pare-pare,S1
18827,Pendidikan Matematika,Universitas Muhammadiyah Pare-Pare,S1
18828,Teknik Elektro,Universitas Muhammadiyah Pare-pare,S1
18829,Teknik Sipil,Universitas Muhammadiyah Pare-pare,S1
18830,Manajemen,Universitas Muhammadiyah Pare-pare,S1
18832,Profesi Guru,Universitas Muhammadiyah Pare-pare,Profesi
18833,PGRA,Universitas Muhammadiyah Pare-pare,S1
18834,Akuntansi,Universitas Muhammadiyah Pekajangan Pekalongan,D-III
18835,Akuntansi,Universitas Muhammadiyah Pekajangan Pekalongan,S1
18836,Ekonomi Syariah,Universitas Muhammadiyah Pekajangan Pekalongan,S1
18837,Teknik Mesin,Universitas Muhammadiyah Pekajangan Pekalongan,D-III
18838,Manajemen Informatika,Universitas Muhammadiyah Pekajangan Pekalongan,D-III
18839,Teknik Elektronika,Universitas Muhammadiyah Pekajangan Pekalongan,D-III
18843,Manajemen,Universitas Muhammadiyah Pekajangan Pekalongan,S1
18847,Akuntansi,Universitas Muhammadiyah Ponorogo,D-III
18848,Teknik Informatika,Universitas Muhammadiyah Ponorogo,S1
18849,Pendidikan Agama Islam,Universitas Muhammadiyah Ponorogo,S1
18850,Pendidikan Matematika,Universitas Muhammadiyah Ponorogo,S1
18851,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Ponorogo,S1
18852,Pendidikan Guru Madrasah Ibtidaiyah,Universitas Muhammadiyah Ponorogo,S1
18853,Ilmu Pemerintahan,Universitas Muhammadiyah Ponorogo,S1
18856,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Ponorogo,S1
18857,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Ponorogo,S1
18858,Manajemen,Universitas Muhammadiyah Ponorogo,S1
18860,Ilmu Hukum,Universitas Muhammadiyah Ponorogo,S1
18861,Akuntansi,Universitas Muhammadiyah Ponorogo,S1
18862,Ilmu Komunikasi,Universitas Muhammadiyah Ponorogo,S1
18863,Ekonomi Pembangunan,Universitas Muhammadiyah Ponorogo,S1
18864,Teknik Mesin,Universitas Muhammadiyah Ponorogo,S1
18865,Teknik Elektro,Universitas Muhammadiyah Ponorogo,S1
18868,Pendidikan Biologi,Universitas Muhammadiyah Pontianak,S1
18869,Pendidikan Kimia,Universitas Muhammadiyah Pontianak,S1
18870,Pendidikan Agama Islam,Universitas Muhammadiyah Pontianak,S1
18871,Manajemen K. Sintang,Universitas Muhammadiyah Pontianak,S1
18872,Teknik Mesin,Universitas Muhammadiyah Pontianak,S1
18873,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Pontianak,S1
18874,Budidaya Perairan,Universitas Muhammadiyah Pontianak,S1
18875,Ilmu Hukum,Universitas Muhammadiyah Pontianak,S1
18876,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH PONTIANAK,S1
18877,Psikologi,Universitas Muhammadiyah Pontianak,S1
18878,Manajemen Bisnis Syariah,Universitas Muhammadiyah Pontianak,S1
18879,Manajemen,Universitas Muhammadiyah Pontianak,S1
18880,Teknik Informatika,Universitas Muhammadiyah Pontianak,S1
18881,KESEHATAN MASYARAKAT,UNIVERSITAS MUHAMMADIYAH PONTIANAK (KAMPUS SINTANG),S1
18882,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH PRINGSEWU,D-III
18883,KEBIDANAN,UNIVERSITAS MUHAMMADIYAH PRINGSEWU,D-III
18884,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Pringsewu,S1
18885,Bimbingan Dan Konseling,Universitas Muhammadiyah Pringsewu,S1
18888,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Pringsewu Lampung,S1
18889,Manajemen,Universitas Muhammadiyah Pringsewu Lampung,S1
18890,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Pringsewu Lampung,S1
18891,Pendidikan Matematika,Universitas Muhammadiyah Pringsewu Lampung,S1
18892,Ilmu Komunikasi,Universitas Muhammadiyah Prof Dr Hamka,S1
18893,Ekonomi Islam,Universitas Muhammadiyah Prof Dr Hamka,S1
18894,Teknik Elektro,Universitas Muhammadiyah Prof Dr Hamka,S1
18895,Pendidikan Geografi,Universitas Muhammadiyah Prof Dr Hamka,S1
18897,Pendidikan Agama Islam,Universitas Muhammadiyah Prof Dr Hamka,S1
18898,Perbankan Syariah,Universitas Muhammadiyah Prof Dr Hamka,S1
18899,Pendidikan Fisika,Universitas Muhammadiyah Prof Dr Hamka,S1
18900,Pendidikan Matematika,Universitas Muhammadiyah Prof Dr Hamka,S1
18902,Perpajakan,Universitas Muhammadiyah Prof Dr Hamka,D-III
18903,Akuntansi,Universitas Muhammadiyah Prof Dr Hamka,D-III
18906,Psikologi,Universitas Muhammadiyah Prof Dr Hamka,S1
18907,Manajemen,Universitas Muhammadiyah Prof Dr Hamka,S1
18908,Pendidikan Biologi,Universitas Muhammadiyah Prof Dr Hamka,S1
18909,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Prof Dr Hamka,S1
18910,Pendidikan Bahasa Arab,Universitas Muhammadiyah Prof Dr Hamka,S1
18913,Pendidikan Profesi Guru,Universitas Muhammadiyah Prof Dr Hamka ,Profesi
18914,Pendidikan Sejarah,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18915,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18916,Pendidikan Bahasa Jepang,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18917,TEKNIK KARDIOVASKULER,UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,D-III
18918,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18919,Teknik Mesin,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18920,Bimbingan Dan Konseling,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18921,Pendidikan Ekonomi,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18927,Akuntansi,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18928,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Prof. Dr. Hamka,S1
18930,Teknik Informatika,Universitas Muhammadiyah Purwokerto,S1
18931,Teknik Elektro,Universitas Muhammadiyah Purwokerto,S1
18932,Pendidikan Geografi,Universitas Muhammadiyah Purwokerto,S1
18933,APOTEKER,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,Profesi
18935,Pendidikan Sejarah,Universitas Muhammadiyah Purwokerto,S1
18943,Pendidikan Agama Islam,Universitas Muhammadiyah Purwokerto,S1
18944,Pendidikan Biologi,Universitas Muhammadiyah Purwokerto,S1
18945,Hukum Ekonomi Syari'ah (Mu'amalah),Universitas Muhammadiyah Purwokerto,S1
18949,Profesi Guru,Universitas Muhammadiyah Purwokerto,Profesi
18950,Teknik Kimia,Universitas Muhammadiyah Purwokerto,S1
18951,Akuntansi,Universitas Muhammadiyah Purwokerto,D-III
18952,Akuntansi,Universitas Muhammadiyah Purwokerto,S1
18953,Manajemen,Universitas Muhammadiyah Purwokerto,S1
18954,Teknik Sipil,Universitas Muhammadiyah Purwokerto,S1
18955,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Purwokerto,S1
18956,Agribisnis,Universitas Muhammadiyah Purwokerto,S1
18957,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Purwokerto,S1
18958,Sastra Inggris,Universitas Muhammadiyah Purwokerto,S1
18959,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Purwokerto,S1
18960,Pendidikan Matematika,Universitas Muhammadiyah Purwokerto,S1
18961,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Purwokerto,S1
18964,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Purwokerto,S1
18966,Ilmu Hukum,Universitas Muhammadiyah Purwokerto,S1
18967,Agroteknologi,Universitas Muhammadiyah Purwokerto,S1
18970,Psikologi,Universitas Muhammadiyah Purwokerto,S1
18971,Peternakan,Universitas Muhammadiyah Purworejo,S1
18972,Pendidikan Bahasa Dan Sastra Jawa,Universitas Muhammadiyah Purworejo,S1
18973,Teknik Sipil,Universitas Muhammadiyah Purworejo,S1
18974,Pendidikan Ekonomi,Universitas Muhammadiyah Purworejo,S1
18975,Pendidikan Fisika,Universitas Muhammadiyah Purworejo,S1
18976,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Purworejo,S1
18977,Pendidikan Matematika,Universitas Muhammadiyah Purworejo,S1
18978,Teknologi Informasi,Universitas Muhammadiyah Purworejo,S1
18979,Psikologi,Universitas Muhammadiyah Purworejo,S1
18980,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Purworejo,S1
18981,Manajemen,Universitas Muhammadiyah Purworejo,S1
18982,Agribisnis,Universitas Muhammadiyah Purworejo,S1
18983,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Purworejo,S1
18984,Hukum,Universitas Muhammadiyah Purworejo,S1
18985,Ilmu Hukum,Universitas Muhammadiyah Riau,S1
18986,Hubungan Masyarakat,Universitas Muhammadiyah Riau,S1
18987,Mesin Otomotif,Universitas Muhammadiyah Riau,D-III
18988,Manajemen,Universitas Muhammadiyah Riau,S1
18989,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Riau,S1
18990,Perbankan Syariah,Universitas Muhammadiyah Riau,S1
18991,Psikologi Islam,Universitas Muhammadiyah Riau,S1
18992,Pendidikan Informatika,Universitas Muhammadiyah Riau,S1
18993,Pendidikan IPA,Universitas Muhammadiyah Riau,S1
18994,Biologi,Universitas Muhammadiyah Riau,S1
18995,Keuangan Dan Perbankan,Universitas Muhammadiyah Riau,D-III
18996,Teknik Mesin,Universitas Muhammadiyah Riau,S1
18997,Fisika,Universitas Muhammadiyah Riau,S1
18998,Kimia,Universitas Muhammadiyah Riau,S1
18999,Pendidikan Vokasional Teknik Elektronika,Universitas Muhammadiyah Riau,S1
19000,Ekonomi Pembangunan,Universitas Muhammadiyah Riau,S1
19001,Akuntansi,Universitas Muhammadiyah Riau,S1
19002,Ilmu Komunikasi,Universitas Muhammadiyah Riau,S1
19003,Teknik Industri,Universitas Muhammadiyah Riau,S1
19013,Teknik Elektro,Universitas Muhammadiyah Semarang,S1
19017,Statistika,Universitas Muhammadiyah Semarang,S1
19018,Informatika,Universitas Muhammadiyah Semarang,S1
19019,Pendidikan Matematika,Universitas Muhammadiyah Semarang,S1
19020,Sastra Inggris,Universitas Muhammadiyah Semarang,S1
19023,Teknik Mesin,Universitas Muhammadiyah Semarang,S1
19024,Akuntansi,Universitas Muhammadiyah Semarang,S1
19025,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Semarang,S1
19026,Teknologi Pangan,Universitas Muhammadiyah Semarang,S1
19027,Manajemen,Universitas Muhammadiyah Semarang,S1
19029,Pendidikan Kimia,Universitas Muhammadiyah Semarang,S1
19030,Administrasi Publik,Universitas Muhammadiyah Sidenreng Rappang,S1
19031,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Sidenreng Rappang,S1
19032,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Sidenreng Rappang,S1
19033,Teknologi Pendidikan,Universitas Muhammadiyah Sidenreng Rappang,S1
19034,Bisnis Digital,Universitas Muhammadiyah Sidenreng Rappang,S1
19035,Teknologi Hasil Pertanian,Universitas Muhammadiyah Sidenreng Rappang,S1
19036,Agribisnis,Universitas Muhammadiyah Sidenreng Rappang,S1
19037,Pendidikan Vokasional Teknik Pertanian,Universitas Muhammadiyah Sidenreng Rappang,S1
19038,Peternakan,Universitas Muhammadiyah Sidenreng Rappang,S1
19039,Ilmu Perikanan,Universitas Muhammadiyah Sidenreng Rappang,S1
19040,Agroteknologi,Universitas Muhammadiyah Sidenreng Rappang,S1
19041,Kewirausahaan,Universitas Muhammadiyah Sidenreng Rappang,S1
19043,Ilmu Pemerintahan,Universitas Muhammadiyah Sidenreng Rappang,S1
19044,Pendidikan Guru Madrasah Ibtidaiyah,Universitas Muhammadiyah Sidoarjo,S1
19045,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Sidoarjo,S1
19046,Pendidikan Agama Islam,Universitas Muhammadiyah Sidoarjo,S1
19047,Pendidikan Bahasa Arab,Universitas Muhammadiyah Sidoarjo,S1
19048,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Sidoarjo,S1
19049,Teknik Elektro,Universitas Muhammadiyah Sidoarjo,S1
19050,Manajemen,Universitas Muhammadiyah Sidoarjo,S1
19051,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Sidoarjo,S1
19052,Akuntansi,Universitas Muhammadiyah Sidoarjo,S1
19053,Pendidikan IPA,Universitas Muhammadiyah Sidoarjo,S1
19054,Ilmu Komunikasi,Universitas Muhammadiyah Sidoarjo,S1
19056,Hukum,Universitas Muhammadiyah Sidoarjo,S1
19057,Teknik Informatika,Universitas Muhammadiyah Sidoarjo,S1
19058,Agroteknologi,Universitas Muhammadiyah Sidoarjo,S1
19059,Teknik Mesin,Universitas Muhammadiyah Sidoarjo,S1
19060,Ilmu Administrasi Negara,Universitas Muhammadiyah Sidoarjo,S1
19061,Pendidikan Teknologi Informasi,Universitas Muhammadiyah Sidoarjo,S1
19062,Teknologi Hasil Pertanian,Universitas Muhammadiyah Sidoarjo,S1
19065,Psikologi,Universitas Muhammadiyah Sidoarjo,S1
19066,Teknik Industri,Universitas Muhammadiyah Sidoarjo,S1
19067,Teknologi Pangan,Universitas Muhammadiyah Sidoarjo,S1
19069,Ilmu Pemerintahan,Universitas Muhammadiyah Sinjai,S1
19070,Administrasi Publik,Universitas Muhammadiyah Sinjai,S1
19071,Agroteknologi,Universitas Muhammadiyah Sinjai,S1
19072,Peternakan,Universitas Muhammadiyah Sinjai,S1
19073,Agribisnis,Universitas Muhammadiyah Sinjai,S1
19074,Manajemen Sumber Daya Perairan,Universitas Muhammadiyah Sinjai,S1
19075,Perencanaan Wilayah Dan Kota,Universitas Muhammadiyah Sinjai,S1
19076,Bisnis Digital,Universitas Muhammadiyah Sinjai,S1
19077,Kehutanan,Universitas Muhammadiyah Sorong,S1
19078,Pengolahan Hasil Perikanan,Universitas Muhammadiyah Sorong,S1
19079,Ilmu Hukum,Universitas Muhammadiyah Sorong,S1
19080,Teknik Sipil,Universitas Muhammadiyah Sorong,S1
19081,Sosiologi,Universitas Muhammadiyah Sorong,S1
19082,Ilmu Pemerintahan,Universitas Muhammadiyah Sorong,S1
19083,Pendidikan Matematika,Universitas Muhammadiyah Sorong,S1
19084,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Sorong,S1
